0,1,2,3,4,5,6,7,8,9,10
ice cream,bottled beer,brown bread,,,,,,,,
ham,canned beer,salty snack,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
sausage,napkins,,,,,,,,,
chewing gum,hamburger meat,candy,coffee,,,,,,,
whole milk,hard cheese,,,,,,,,,
tropical fruit,hard cheese,,,,,,,,,
cat food,domestic eggs,,,,,,,,,
cake bar,white bread,newspapers,,,,,,,,
butter milk,margarine,,,,,,,,,
rolls/buns,pip fruit,whole milk,yogurt,,,,,,,
ham,white bread,,,,,,,,,
sausage,whole milk,root vegetables,citrus fruit,,,,,,,
canned beer,bottled beer,pip fruit,candy,,,,,,,
citrus fruit,curd,,,,,,,,,
dessert,pastry,hard cheese,candles,,,,,,,
pork,soda,brandy,sausage,rolls/buns,whole milk,yogurt,frozen dessert,shopping bags,,
soda,frozen vegetables,cream cheese ,,,,,,,,
coffee,rolls/buns,soda,,,,,,,,
semi-finished bread,rolls/buns,fruit/vegetable juice,tropical fruit,,,,,,,
ham,domestic eggs,,,,,,,,,
bottled beer,yogurt,other vegetables,,,,,,,,
butter,frozen dessert,whole milk,,,,,,,,
pork,other vegetables,,,,,,,,,
dog food,processed cheese,,,,,,,,,
sausage,whole milk,,,,,,,,,
curd,processed cheese,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
long life bakery product,brown bread,popcorn,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
pastry,roll products ,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pork,pastry,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
sausage,curd,,,,,,,,,
whole milk,rolls/buns,yogurt,,,,,,,,
pot plants,coffee,rolls/buns,hard cheese,,,,,,,
other vegetables,shopping bags,frozen vegetables,shopping bags,,,,,,,
meat,margarine,,,,,,,,,
butter,bottled beer,,,,,,,,,
whole milk,hamburger meat,canned beer,fruit/vegetable juice,,,,,,,
chicken,cream cheese ,citrus fruit,chicken,pet care,napkins,condensed milk,specialty chocolate,,,
turkey,curd,sugar,,,,,,,,
dessert,dishes,,,,,,,,,
yogurt,pasta,,,,,,,,,
soda,flour,,,,,,,,,
chicken,other vegetables,frozen meals,,,,,,,,
oil,other vegetables,,,,,,,,,
other vegetables,napkins,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
cream cheese ,UHT-milk,,,,,,,,,
whole milk,brown bread,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
dessert,other vegetables,,,,,,,,,
photo/film,frozen potato products,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
onions,root vegetables,domestic eggs,chocolate,,,,,,,
flour,cream cheese ,,,,,,,,,
yogurt,brown bread,,,,,,,,,
brown bread,soda,butter,shopping bags,,,,,,,
canned beer,flower soil/fertilizer,,,,,,,,,
soda,citrus fruit,rolls/buns,,,,,,,,
bottled beer,whole milk,,,,,,,,,
herbs,rum,,,,,,,,,
whole milk,oil,,,,,,,,,
photo/film,whole milk,,,,,,,,,
onions,pork,,,,,,,,,
bottled beer,canned beer,,,,,,,,,
butter,sliced cheese,,,,,,,,,
soups,white bread,other vegetables,,,,,,,,
frankfurter,dog food,,,,,,,,,
pork,root vegetables,,,,,,,,,
whole milk,soda,newspapers,,,,,,,,
white bread,pip fruit,,,,,,,,,
rolls/buns,root vegetables,frozen vegetables,waffles,,,,,,,
shopping bags,white wine,soda,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
beverages,canned vegetables,,,,,,,,,
chicken,flower (seeds),onions,rolls/buns,,,,,,,
chocolate,long life bakery product,,,,,,,,,
sugar,cat food,,,,,,,,,
other vegetables,soda,,,,,,,,,
white bread,margarine,,,,,,,,,
pastry,bottled beer,,,,,,,,,
yogurt,roll products ,fruit/vegetable juice,,,,,,,,
citrus fruit,brown bread,pastry,,,,,,,,
soda,detergent,,,,,,,,,
hamburger meat,pastry,cake bar,brown bread,,,,,,,
root vegetables,soda,,,,,,,,,
beverages,other vegetables,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
tropical fruit,soda,,,,,,,,,
pork,bottled water,bottled water,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
tropical fruit,pastry,margarine,,,,,,,,
bottled water,other vegetables,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
citrus fruit,white bread,white bread,,,,,,,,
oil,canned fish,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
frankfurter,frankfurter,butter,domestic eggs,margarine,other vegetables,,,,,
tropical fruit,UHT-milk,,,,,,,,,
sausage,margarine,,,,,,,,,
brown bread,whole milk,shopping bags,,,,,,,,
curd,specialty chocolate,,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
citrus fruit,citrus fruit,oil,root vegetables,,,,,,,
coffee,citrus fruit,,,,,,,,,
sausage,whole milk,detergent,rolls/buns,,,,,,,
soft cheese,rice,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
frozen meals,rolls/buns,chocolate,shopping bags,,,,,,,
pork,dessert,,,,,,,,,
hamburger meat,condensed milk,,,,,,,,,
pork,specialty cheese,,,,,,,,,
waffles,shopping bags,sparkling wine,,,,,,,,
beef,rolls/buns,,,,,,,,,
chicken,hygiene articles,,,,,,,,,
soda,misc. beverages,,,,,,,,,
whole milk,dish cleaner,,,,,,,,,
photo/film,chewing gum,,,,,,,,,
other vegetables,baking powder,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
sausage,pastry,dish cleaner,,,,,,,,
frankfurter,dog food,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
yogurt,other vegetables,soft cheese,,,,,,,,
domestic eggs,salty snack,herbs,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
misc. beverages,whole milk,,,,,,,,,
white bread,shopping bags,,,,,,,,,
chicken,shopping bags,,,,,,,,,
brown bread,dessert,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
other vegetables,salt,other vegetables,,,,,,,,
whole milk,dish cleaner,frozen fish,newspapers,,,,,,,
other vegetables,bottled water,mustard,whole milk,root vegetables,pet care,,,,,
UHT-milk,rolls/buns,,,,,,,,,
salty snack,condensed milk,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
Instant food products,pip fruit,,,,,,,,,
citrus fruit,brown bread,specialty chocolate,,,,,,,,
grapes,other vegetables,,,,,,,,,
fruit/vegetable juice,newspapers,,,,,,,,,
whole milk,ice cream,,,,,,,,,
butter milk,red/blush wine,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
white bread,beef,coffee,flour,,,,,,,
sausage,bottled beer,misc. beverages,,,,,,,,
pet care,brown bread,pastry,dish cleaner,,,,,,,
yogurt,domestic eggs,yogurt,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
whole milk,bottled water,soda,,,,,,,,
beef,pip fruit,,,,,,,,,
whole milk,grapes,,,,,,,,,
shopping bags,tropical fruit,,,,,,,,,
napkins,pastry,,,,,,,,,
beef,frozen vegetables,coffee,,,,,,,,
sauces,frozen meals,,,,,,,,,
sausage,canned vegetables,,,,,,,,,
yogurt,berries,,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
canned beer,whole milk,frankfurter,frankfurter,dishes,rolls/buns,pip fruit,canned vegetables,,,
pork,rolls/buns,,,,,,,,,
frankfurter,pastry,,,,,,,,,
whole milk,napkins,,,,,,,,,
whole milk,waffles,,,,,,,,,
meat,canned fish,,,,,,,,,
sausage,yogurt,baking powder,,,,,,,,
bottled water,meat spreads,,,,,,,,,
rolls/buns,butter milk,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
frankfurter,pork,,,,,,,,,
specialty chocolate,canned fish,,,,,,,,,
butter,chewing gum,,,,,,,,,
chicken,beef,,,,,,,,,
pip fruit,bottled beer,other vegetables,,,,,,,,
root vegetables,napkins,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
butter,ice cream,,,,,,,,,
whole milk,frozen vegetables,soda,,,,,,,,
whole milk,pot plants,,,,,,,,,
root vegetables,canned fish,,,,,,,,,
bottled water,root vegetables,bottled beer,pastry,,,,,,,
whole milk,other vegetables,,,,,,,,,
soda,seasonal products,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
other vegetables,rolls/buns,bottled water,soda,,,,,,,
ham,other vegetables,,,,,,,,,
tropical fruit,beef,cream cheese ,frozen vegetables,,,,,,,
bottled beer,whole milk,shopping bags,,,,,,,,
ham,other vegetables,,,,,,,,,
candles,chewing gum,,,,,,,,,
pastry,white bread,,,,,,,,,
dishes,misc. beverages,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
soap,hard cheese,,,,,,,,,
pastry,syrup,,,,,,,,,
onions,canned beer,flower (seeds),,,,,,,,
whole milk,sliced cheese,,,,,,,,,
other vegetables,whole milk,bottled beer,,,,,,,,
sausage,margarine,,,,,,,,,
newspapers,canned beer,,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
pork,frozen vegetables,,,,,,,,,
rolls/buns,cake bar,,,,,,,,,
canned beer,whole milk,,,,,,,,,
dental care,curd,,,,,,,,,
sausage,dessert,,,,,,,,,
dental care,soda,,,,,,,,,
pet care,beef,,,,,,,,,
bottled beer,chocolate,,,,,,,,,
root vegetables,cling film/bags,,,,,,,,,
specialty bar,shopping bags,chocolate,,,,,,,,
whipped/sour cream,pork,pastry,soda,,,,,,,
packaged fruit/vegetables,rolls/buns,,,,,,,,,
hamburger meat,pip fruit,rolls/buns,dishes,,,,,,,
hamburger meat,spices,chocolate,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
hamburger meat,liquor (appetizer),liver loaf,dessert,,,,,,,
bottled water,rolls/buns,,,,,,,,,
soda,beef,beef,rolls/buns,shopping bags,chocolate,processed cheese,brown bread,dessert,,
pastry,shopping bags,,,,,,,,,
cream cheese ,bottled water,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
meat,hamburger meat,,,,,,,,,
other vegetables,butter,,,,,,,,,
baking powder,frozen potato products,,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
dessert,rice,,,,,,,,,
onions,bottled beer,yogurt,rolls/buns,,,,,,,
UHT-milk,sugar,,,,,,,,,
whole milk,whole milk,,,,,,,,,
soda,napkins,specialty chocolate,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
white bread,bottled water,ready soups,curd,,,,,,,
sausage,whole milk,,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
whole milk,liver loaf,,,,,,,,,
whole milk,curd,,,,,,,,,
processed cheese,waffles,,,,,,,,,
sausage,detergent,hygiene articles,,,,,,,,
frankfurter,pastry,hygiene articles,,,,,,,,
yogurt,bottled water,,,,,,,,,
whole milk,frozen dessert,,,,,,,,,
frankfurter,hard cheese,butter,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
butter,domestic eggs,bottled water,curd,,,,,,,
rolls/buns,citrus fruit,,,,,,,,,
sausage,whole milk,rolls/buns,,,,,,,,
butter,soda,,,,,,,,,
pip fruit,pork,sausage,dessert,grapes,soda,dessert,yogurt,whole milk,,
tropical fruit,house keeping products,,,,,,,,,
meat,pork,other vegetables,other vegetables,root vegetables,other vegetables,pip fruit,margarine,,,
coffee,onions,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
root vegetables,butter,,,,,,,,,
cream cheese ,beverages,,,,,,,,,
soda,hamburger meat,,,,,,,,,
whipped/sour cream,frozen vegetables,,,,,,,,,
meat,canned beer,,,,,,,,,
canned fish,rolls/buns,domestic eggs,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
margarine,herbs,,,,,,,,,
sausage,whole milk,,,,,,,,,
frozen meals,canned vegetables,,,,,,,,,
pork,pork,frankfurter,frozen fish,waffles,napkins,rolls/buns,,,,
newspapers,domestic eggs,,,,,,,,,
tropical fruit,vinegar,sauces,,,,,,,,
specialty chocolate,tropical fruit,,,,,,,,,
onions,root vegetables,bottled water,,,,,,,,
whole milk,chocolate,,,,,,,,,
ice cream,other vegetables,,,,,,,,,
whole milk,citrus fruit,butter,dental care,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,prosecco,pot plants,,,,,,,,
sausage,meat spreads,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
sausage,packaged fruit/vegetables,misc. beverages,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
other vegetables,hygiene articles,dessert,margarine,fruit/vegetable juice,hygiene articles,,,,,
citrus fruit,rolls/buns,salt,,,,,,,,
cake bar,Instant food products,,,,,,,,,
chewing gum,cream cheese ,waffles,,,,,,,,
beef,dog food,yogurt,,,,,,,,
pastry,specialty bar,flour,,,,,,,,
other vegetables,waffles,,,,,,,,,
bottled water,canned beer,,,,,,,,,
canned beer,salt,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
meat,bottled water,,,,,,,,,
chicken,bottled water,,,,,,,,,
rolls/buns,tropical fruit,root vegetables,condensed milk,,,,,,,
root vegetables,pastry,specialty chocolate,,,,,,,,
tropical fruit,spices,,,,,,,,,
frankfurter,shopping bags,rolls/buns,,,,,,,,
soda,butter,,,,,,,,,
other vegetables,rolls/buns,whole milk,margarine,,,,,,,
butter,rolls/buns,,,,,,,,,
pip fruit,frozen meals,,,,,,,,,
citrus fruit,grapes,bottled water,,,,,,,,
soda,pastry,bottled water,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
sugar,red/blush wine,,,,,,,,,
rolls/buns,bathroom cleaner,,,,,,,,,
yogurt,whole milk,,,,,,,,,
root vegetables,pastry,rolls/buns,condensed milk,tropical fruit,bathroom cleaner,waffles,canned beer,,,
pastry,UHT-milk,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
pork,bottled beer,,,,,,,,,
Instant food products,coffee,,,,,,,,,
condensed milk,shopping bags,,,,,,,,,
pork,pip fruit,,,,,,,,,
pork,whole milk,other vegetables,tidbits,coffee,,,,,,
candy,coffee,,,,,,,,,
root vegetables,citrus fruit,root vegetables,misc. beverages,sliced cheese,packaged fruit/vegetables,yogurt,whipped/sour cream,,,
hard cheese,salty snack,,,,,,,,,
root vegetables,whole milk,pastry,,,,,,,,
bottled beer,citrus fruit,frozen potato products,fruit/vegetable juice,sugar,sauces,,,,,
frankfurter,beef,meat,waffles,whole milk,curd,white bread,frozen meals,sugar,,
tropical fruit,frozen vegetables,rice,,,,,,,,
brown bread,whole milk,light bulbs,,,,,,,,
root vegetables,sugar,bottled water,white bread,,,,,,,
butter,brown bread,,,,,,,,,
pastry,other vegetables,,,,,,,,,
frozen meals,butter,whole milk,brandy,,,,,,,
cake bar,red/blush wine,,,,,,,,,
sausage,beverages,,,,,,,,,
beverages,dessert,,,,,,,,,
salty snack,semi-finished bread,sliced cheese,,,,,,,,
whole milk,detergent,,,,,,,,,
pet care,pip fruit,candy,,,,,,,,
other vegetables,coffee,brown bread,,,,,,,,
root vegetables,butter milk,,,,,,,,,
yogurt,chicken,soda,,,,,,,,
hamburger meat,sliced cheese,,,,,,,,,
pot plants,soda,,,,,,,,,
pork,liquor,,,,,,,,,
bottled beer,ice cream,salty snack,,,,,,,,
bottled beer,canned beer,,,,,,,,,
pork,other vegetables,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
beverages,sausage,,,,,,,,,
finished products,butter milk,fruit/vegetable juice,brown bread,pot plants,,,,,,
dessert,yogurt,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
pork,whole milk,waffles,whole milk,sugar,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
waffles,butter milk,domestic eggs,,,,,,,,
bottled water,canned beer,,,,,,,,,
soda,frozen meals,,,,,,,,,
other vegetables,soda,,,,,,,,,
curd,yogurt,misc. beverages,pickled vegetables,,,,,,,
canned beer,root vegetables,,,,,,,,,
butter,hygiene articles,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
liver loaf,processed cheese,,,,,,,,,
soda,bottled water,,,,,,,,,
whole milk,pastry,,,,,,,,,
whole milk,cookware,brown bread,bottled beer,,,,,,,
frozen dessert,fruit/vegetable juice,,,,,,,,,
beef,candy,,,,,,,,,
ham,other vegetables,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
pork,sliced cheese,,,,,,,,,
beef,grapes,,,,,,,,,
herbs,root vegetables,,,,,,,,,
whole milk,packaged fruit/vegetables,abrasive cleaner,napkins,,,,,,,
pip fruit,frozen potato products,,,,,,,,,
newspapers,red/blush wine,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
root vegetables,pork,soda,coffee,pastry,,,,,,
cream cheese ,salt,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
specialty chocolate,baking powder,soda,,,,,,,,
specialty bar,soda,,,,,,,,,
other vegetables,whole milk,soups,shopping bags,,,,,,,
canned beer,tropical fruit,kitchen towels,,,,,,,,
pastry,curd,butter,curd,whipped/sour cream,,,,,,
tropical fruit,frozen fish,soda,newspapers,,,,,,,
pip fruit,brown bread,,,,,,,,,
whole milk,candy,domestic eggs,white wine,,,,,,,
pickled vegetables,meat,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
other vegetables,newspapers,waffles,,,,,,,,
whole milk,pastry,specialty cheese,,,,,,,,
pork,domestic eggs,UHT-milk,rolls/buns,,,,,,,
tropical fruit,grapes,ice cream,sweet spreads,,,,,,,
frozen vegetables,pot plants,domestic eggs,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
brown bread,whole milk,,,,,,,,,
flour,sugar,,,,,,,,,
frozen meals,hamburger meat,whole milk,pastry,fruit/vegetable juice,,,,,,
sausage,grapes,light bulbs,,,,,,,,
pip fruit,pasta,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
seasonal products,frozen vegetables,yogurt,,,,,,,,
sausage,root vegetables,bottled beer,,,,,,,,
butter,whipped/sour cream,,,,,,,,,
frankfurter,soda,,,,,,,,,
dishes,butter milk,,,,,,,,,
softener,dish cleaner,,,,,,,,,
house keeping products,salty snack,semi-finished bread,other vegetables,whole milk,domestic eggs,chocolate marshmallow,whole milk,,,
bottled beer,rolls/buns,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
butter milk,hygiene articles,,,,,,,,,
ham,sausage,detergent,whipped/sour cream,yogurt,dishes,,,,,
tropical fruit,whole milk,vinegar,,,,,,,,
canned beer,margarine,white bread,,,,,,,,
whole milk,sausage,yogurt,whole milk,butter,,,,,,
whole milk,rolls/buns,,,,,,,,,
dish cleaner,whole milk,frozen vegetables,waffles,,,,,,,
pork,specialty chocolate,,,,,,,,,
whole milk,soda,,,,,,,,,
rolls/buns,semi-finished bread,,,,,,,,,
specialty chocolate,root vegetables,popcorn,soups,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
butter,soda,,,,,,,,,
pip fruit,onions,frozen fish,meat,semi-finished bread,root vegetables,bottled water,whipped/sour cream,,,
butter milk,bottled beer,rice,canned vegetables,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
rolls/buns,butter,,,,,,,,,
onions,bottled beer,,,,,,,,,
cream cheese ,bottled water,rolls/buns,,,,,,,,
pip fruit,napkins,,,,,,,,,
herbs,soft cheese,,,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
root vegetables,sausage,cream cheese ,curd,UHT-milk,,,,,,
tropical fruit,whole milk,,,,,,,,,
frankfurter,bottled water,shopping bags,finished products,yogurt,newspapers,tropical fruit,liquor (appetizer),dog food,,
canned beer,sliced cheese,margarine,,,,,,,,
oil,UHT-milk,,,,,,,,,
rolls/buns,curd,,,,,,,,,
shopping bags,root vegetables,,,,,,,,,
pork,bottled water,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
yogurt,white bread,,,,,,,,,
sausage,yogurt,,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
liquor (appetizer),onions,whole milk,butter,cream cheese ,specialty cheese,,,,,
frankfurter,curd,,,,,,,,,
ham,roll products ,brown bread,,,,,,,,
whole milk,flour,,,,,,,,,
canned beer,ham,,,,,,,,,
chicken,citrus fruit,sugar,,,,,,,,
frozen meals,canned vegetables,,,,,,,,,
rolls/buns,soda,,,,,,,,,
whole milk,oil,,,,,,,,,
frankfurter,curd,,,,,,,,,
herbs,tropical fruit,whole milk,,,,,,,,
butter milk,newspapers,,,,,,,,,
ham,specialty bar,,,,,,,,,
pip fruit,pastry,,,,,,,,,
grapes,whole milk,frozen vegetables,,,,,,,,
tropical fruit,fish,,,,,,,,,
pip fruit,white wine,chocolate,,,,,,,,
sugar,shopping bags,,,,,,,,,
soda,butter,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
chicken,hygiene articles,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
liver loaf,margarine,cat food,,,,,,,,
pot plants,butter milk,margarine,,,,,,,,
pip fruit,cake bar,,,,,,,,,
canned beer,frozen potato products,,,,,,,,,
oil,other vegetables,rolls/buns,,,,,,,,
chocolate,yogurt,,,,,,,,,
white bread,beverages,,,,,,,,,
coffee,shopping bags,shopping bags,,,,,,,,
butter,frozen vegetables,,,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
root vegetables,rolls/buns,whole milk,,,,,,,,
UHT-milk,specialty cheese,shopping bags,,,,,,,,
soda,brown bread,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
beef,whole milk,frozen vegetables,,,,,,,,
whole milk,newspapers,,,,,,,,,
dessert,pot plants,,,,,,,,,
soda,pork,,,,,,,,,
tropical fruit,cream cheese ,cream cheese ,,,,,,,,
other vegetables,yogurt,,,,,,,,,
liver loaf,processed cheese,,,,,,,,,
turkey,other vegetables,,,,,,,,,
sausage,butter,specialty bar,soda,whipped/sour cream,,,,,,
zwieback,specialty chocolate,,,,,,,,,
white bread,newspapers,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
spread cheese,specialty bar,,,,,,,,,
canned beer,brown bread,,,,,,,,,
dessert,butter,,,,,,,,,
sausage,pip fruit,,,,,,,,,
white wine,chocolate marshmallow,,,,,,,,,
butter,fruit/vegetable juice,,,,,,,,,
whipped/sour cream,photo/film,,,,,,,,,
frozen potato products,chocolate marshmallow,,,,,,,,,
whipped/sour cream,tropical fruit,,,,,,,,,
whole milk,frozen fish,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
meat,whole milk,processed cheese,butter,,,,,,,
rolls/buns,beef,coffee,,,,,,,,
pork,beef,canned beer,newspapers,fruit/vegetable juice,,,,,,
yogurt,curd,,,,,,,,,
beverages,cat food,,,,,,,,,
newspapers,roll products ,,,,,,,,,
brown bread,canned beer,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
